year,age,sex,source,historic,central,upper,lower
1950,0,female,Our Projections,62.6422454520996,,,
1950,1,female,Our Projections,65.8986756178859,,,
1950,5,female,Our Projections,64.6264102675719,,,
1950,10,female,Our Projections,60.3245069781537,,,
1950,15,female,Our Projections,55.6235800741487,,,
1950,20,female,Our Projections,51.2581475533889,,,
1950,25,female,Our Projections,47.1468509763122,,,
1950,30,female,Our Projections,43.2031838198386,,,
1950,35,female,Our Projections,39.2267904911119,,,
1950,40,female,Our Projections,35.2990177557583,,,
1950,45,female,Our Projections,31.4624978712499,,,
1950,50,female,Our Projections,27.7073833859966,,,
1950,55,female,Our Projections,23.8249344683964,,,
1950,60,female,Our Projections,20.2339160397931,,,
1950,65,female,Our Projections,16.9241210816697,,,
1950,70,female,Our Projections,13.8474276110856,,,
1950,75,female,Our Projections,11.4309118802608,,,
1950,80,female,Our Projections,8.85727443347226,,,
1950,85,female,Our Projections,6.89256837098692,,,
1951,0,female,Our Projections,62.4996845266941,,,
1951,1,female,Our Projections,65.6805585218105,,,
1951,5,female,Our Projections,64.7915190414386,,,
1951,10,female,Our Projections,60.4095002362091,,,
1951,15,female,Our Projections,55.7160354450473,,,
1951,20,female,Our Projections,51.2897685359229,,,
1951,25,female,Our Projections,47.1923741189132,,,
1951,30,female,Our Projections,43.1664318365962,,,
1951,35,female,Our Projections,39.225907931156,,,
1951,40,female,Our Projections,35.2729834611714,,,
1951,45,female,Our Projections,31.354302801901,,,
1951,50,female,Our Projections,27.335194424081,,,
1951,55,female,Our Projections,23.475357530917,,,
1951,60,female,Our Projections,19.7082819575035,,,
1951,65,female,Our Projections,16.0731435995611,,,
1951,70,female,Our Projections,13.1083613551414,,,
1951,75,female,Our Projections,10.5473038660521,,,
1951,80,female,Our Projections,7.88775290674009,,,
1951,85,female,Our Projections,5.8393385982231,,,
1952,0,female,Our Projections,64.7930923940316,,,
1952,1,female,Our Projections,67.8801874717276,,,
1952,5,female,Our Projections,66.3602498540157,,,
1952,10,female,Our Projections,62.0242672075335,,,
1952,15,female,Our Projections,57.3008483805985,,,
1952,20,female,Our Projections,52.7487072159924,,,
1952,25,female,Our Projections,48.4935503604377,,,
1952,30,female,Our Projections,44.2998528098747,,,
1952,35,female,Our Projections,40.1276415408408,,,
1952,40,female,Our Projections,36.1022654601689,,,
1952,45,female,Our Projections,32.0676055332293,,,
1952,50,female,Our Projections,28.1205320479761,,,
1952,55,female,Our Projections,24.1293696882691,,,
1952,60,female,Our Projections,20.3522937320203,,,
1952,65,female,Our Projections,16.7380882226338,,,
1952,70,female,Our Projections,13.8331212039642,,,
1952,75,female,Our Projections,11.300991651055,,,
1952,80,female,Our Projections,8.53822250470774,,,
1952,85,female,Our Projections,6.60158643326039,,,
1953,0,female,Our Projections,67.6485715205656,,,
1953,1,female,Our Projections,70.5350165877633,,,
1953,5,female,Our Projections,68.6552349734227,,,
1953,10,female,Our Projections,64.1785747435799,,,
1953,15,female,Our Projections,59.4159936501768,,,
